passenger_id,passenger_name,signup_date,total_rides,total_spent,rating
5245,Zara Balasubramanian,10/29/2022,80,441.34,4.13
5246,Aarush Subramaniam,1/2/2023,10,1978.68,3.12
5247,Pari Deo,4/5/2023,87,635.7,4.49
5248,Hridaan Goswami,3/15/2023,47,927.86,4.95
5249,Kavya Jha,2/6/2023,79,526.57,3.95
5250,Kimaya Mannan,5/26/2023,59,1011.95,4.38
5251,Samaira Ghose,5/16/2023,66,966.38,3.95
5252,Ivan Samra,12/19/2022,72,1503.48,4.88
5253,Rhea Gour,3/11/2023,20,745.98,3.82
5254,Shayak Gera,6/17/2023,15,1930.9,5
5255,Navya Bhatnagar,4/3/2023,51,109.57,3.95
5256,Shlok Chad,3/22/2023,84,303.22,4.59
5257,Reyansh Yohannan,5/1/2023,100,845.71,4.65
5258,Aniruddh Bhatia,5/24/2023,92,1678.51,4.45
5259,Pihu Mane,3/21/2023,71,415.57,4.87
5260,Bhamini Choudhury,11/24/2022,12,663.28,3.17
5261,Gokul Vohra,5/16/2023,68,542.15,3.34
5262,Nishith Butala,8/19/2022,15,1171.13,4.51
5263,Zain Yadav,12/22/2022,42,847.4,4.52
5264,Ishita Chatterjee,1/25/2023,37,1918.38,3.44
5265,Anya Sha,3/19/2023,19,126.22,3.53
5266,Keya Dutt,8/28/2022,56,1027.95,3.89
5267,Stuvan Kapur,10/22/2022,51,151.21,3.34
5268,Saksham Dhingra,12/27/2022,42,852.86,3.22
5269,Anika Choudhary,4/20/2023,78,1378.92,3.41
5270,Ehsaan Doctor,2/17/2023,12,1357.68,3.57
5271,Sana Chaudhry,8/20/2022,42,1709.02,3.27
5272,Ahana  Kuruvilla,9/3/2022,54,299.58,3.74
5273,Vivaan Kalla,10/8/2022,85,1134.78,4.43
5274,Dhruv Tara,2/22/2023,54,181.13,3.76
5275,Zeeshan Gola,5/11/2023,77,1090.29,3.39
5276,Dhanush Lad,1/24/2023,71,1787.49,3.44
5277,Shamik Vyas,9/29/2022,96,971.02,4.71
5278,Shamik Kadakia,6/19/2023,17,1543.7,4.56
5279,Aarna Dash,8/11/2022,35,1007.1,4.46
5280,Vivaan Grover,10/2/2022,69,155.66,3.25
5281,Armaan Bhattacharyya,8/15/2022,57,1288.21,4.44
5282,Myra Sawhney,1/30/2023,26,498.73,4.25
5283,Anaya Ganesan,11/24/2022,82,1401.99,4.29
5284,Ranbir Halder,3/9/2023,14,777.46,4.88
5285,Ela Ravi,1/28/2023,97,1673.89,3.27
5286,Zoya Ramaswamy,8/30/2022,19,1336.22,3.68
5287,Sahil Mannan,12/26/2022,13,700,3.36
5288,Piya Iyengar,3/5/2023,86,913.88,3.59
5289,Anahi Banerjee,12/3/2022,98,655.72,4.76
5290,Hiran Mahajan,11/15/2022,97,194.84,3.28
5291,Misha Grewal,4/18/2023,37,1034.55,3.12
5292,Dharmajan Maharaj,6/2/2023,60,1108.3,4
5293,Mishti Chandran,3/18/2023,48,1867.55,4.64
5294,Adira Dhar,5/10/2023,100,803.35,3.3
5295,Zaina Bava,11/7/2022,96,1965.95,3.8
5296,Adira Bhardwaj,9/19/2022,58,1496.71,3.55
5297,Divij Raval,11/5/2022,96,405.63,4.02
5298,Suhana Sarma,5/29/2023,22,597.71,3.11
5299,Zara Bhavsar,10/1/2022,87,1185.36,3.05
5300,Hansh Ramanathan,5/6/2023,41,668.21,3.54
5301,Mishti Banik,12/31/2022,23,893.69,4.37
5302,Kanav Din,8/13/2022,59,1765.66,3.91
5303,Anay Ramaswamy,8/21/2022,35,1242.29,4
5304,Advik Tata,2/24/2023,73,1167.37,4.13
5305,Madhav Venkatesh,12/5/2022,34,1660.31,4.89
5306,Seher Randhawa,8/21/2022,35,228.59,3.04
5307,Samar D’Alia,11/16/2022,25,1248.87,4.89
5308,Jivika Bhargava,4/13/2023,83,1641.49,4.48
5309,Shlok Taneja,11/8/2022,40,307.46,4.71
5310,Stuvan Baria,12/17/2022,26,1301.77,3.7
5311,Aayush Krishnamurthy,5/8/2023,82,518.7,4.69
5312,Navya Shan,3/29/2023,24,1662.48,3.46
5313,Hunar Gokhale,3/16/2023,91,669.71,4.1
5314,Tiya Bora,1/5/2023,71,1268.93,3.2
5315,Miraya Mane,5/16/2023,12,891.52,3.79
5316,Gokul Ratti,3/27/2023,28,1238.29,3.45
5317,Nirvi Dugar,8/13/2022,75,1318.71,4.37
5318,Darshit Raval,8/22/2022,34,1485.84,3.39
5319,Tarini Gara,9/8/2022,68,409.1,4.63
5320,Aayush Gupta,2/21/2023,99,1821.18,3.91
5321,Ivana Varghese,2/19/2023,70,352.24,3.47
5322,Manikya Soni,9/27/2022,92,1427.9,4.04
5323,Krish Seshadri,3/30/2023,17,593.22,3.66
5324,Faiyaz Bhagat,11/16/2022,67,163.59,4.47
5325,Samar Babu,8/27/2022,43,477.3,4.48
5326,Ivana Apte,12/14/2022,75,973.93,4.67
5327,Chirag Sachdev,8/22/2022,95,874.4,4.63
5328,Siya Tripathi,12/10/2022,80,366.45,3.03
5329,Pranay Babu,7/6/2023,55,539.49,3.75
5330,Madhup Tripathi,3/27/2023,92,501.08,3.94
5331,Dhruv Subramanian,1/7/2023,37,1504.76,3.84
5332,Jayant Dhillon,5/12/2023,85,226.51,3.49
5333,Zara Mall,12/22/2022,71,948.72,3.71
5334,Raghav Bawa,10/29/2022,100,545.9,3.4
5335,Vedika Loke,5/6/2023,48,653.18,4.15
5336,Badal Aggarwal,12/7/2022,29,478.8,4.33
5337,Pihu Cheema,5/19/2023,45,759,3.92
5338,Suhana Lad,6/21/2023,57,528.46,3.7
5339,Dhanush Kata,11/20/2022,47,1433.46,3.11
5340,Anahi Shanker,6/16/2023,60,1750.43,4.63
5341,Kiaan Baria,11/30/2022,34,563.14,4.56
5342,Aaryahi Srinivasan,5/3/2023,66,224.81,3.6
5343,Lagan Contractor,9/13/2022,45,1171.62,4.78
5344,Vaibhav Shere,5/1/2023,12,610.25,4.82
5345,Adah Gulati,4/13/2023,70,515.09,4.26
5346,Rhea Bala,2/28/2023,70,1380.53,3.31
5347,Diya Kaur,2/4/2023,78,1289.59,3.32
5348,Yuvraj  Sachar,12/25/2022,40,1341.44,4.69
5349,Samarth Borde,3/24/2023,26,1635.12,4.52
5350,Amira Dhaliwal,2/13/2023,42,876.26,3.61
5351,Shlok Lalla,5/7/2023,91,239.34,4.42
5352,Arnav Agarwal,3/10/2023,88,144.19,4.39
5353,Nayantara Sura,2/6/2023,10,1325.77,4.24
5354,Reyansh Anne,12/19/2022,71,849.76,4
5355,Eva Tella,8/25/2022,24,1610.73,3.89
5356,Chirag Soni,12/8/2022,71,191.04,3.02
5357,Seher Jayaraman,5/27/2023,20,1557.81,4.06
5358,Raghav Acharya,6/26/2023,77,152.92,4.56
5359,Dishani Sawhney,11/17/2022,85,281.26,4.54
5360,Lavanya Kibe,3/26/2023,52,1721.26,3.51
5361,Sumer Sama,2/15/2023,99,514.85,3.18
5362,Yuvaan Sibal,12/15/2022,52,250.81,3.8
5363,Alisha Saxena,8/16/2022,50,1355.73,4.8
5364,Lagan Bir,4/13/2023,70,540.05,3.81
5365,Shalv Goswami,5/29/2023,73,1792.77,3.25
5366,Aayush Bail,1/16/2023,97,555.99,3.79
5367,Sana Tella,7/11/2023,85,1570.92,4.65
5368,Advika Yadav,8/26/2022,40,1631.84,3.26
5369,Kimaya Gandhi,10/15/2022,88,509.29,3.04
5370,Sahil Bawa,4/19/2023,75,431.31,4.49
5371,Stuvan Sunder,9/26/2022,32,1600.56,3.98
5372,Mehul Dugar,3/21/2023,79,1005.03,4.79
5373,Kanav Subramanian,1/2/2023,32,1816.31,4.8
5374,Vedika Acharya,6/22/2023,73,1180.58,3.06
5375,Ojas Chaudhry,1/11/2023,29,627.69,4.59
5376,Charvi Saxena,12/5/2022,29,883.16,3.38
5377,Priyansh Chanda,11/7/2022,94,1033.3,4.79
5378,Shalv Kota,6/29/2023,44,1556.07,4.81
5379,Nitara Walia,2/11/2023,31,691.63,4.69
5380,Kiara Joshi,4/1/2023,82,781.21,3.52
5381,Adira Sarma,10/9/2022,38,1140.65,3.67
5382,Romil Bobal,2/26/2023,45,1173.97,4.23
5383,Anaya Khanna,2/18/2023,66,508.22,4
5384,Purab Thakkar,9/25/2022,57,450.17,3.63
5385,Nitya Manda,8/24/2022,12,859.76,3.91
5386,Tejas Mannan,4/20/2023,56,207.02,4.92
5387,Mamooty Dey,3/25/2023,12,472.77,4.51
5388,Shaan Cherian,6/16/2023,21,1161.84,3.82
5389,Kaira Chand,4/21/2023,32,1714.68,3.89
5390,Adira Bath,1/29/2023,83,1219.46,4.95
5391,Baiju Kothari,4/1/2023,61,122.3,3.9
5392,Anvi Rajagopal,6/9/2023,68,1461.5,3.3
5393,Kartik Sastry,8/31/2022,16,1662.63,4.01
5394,Vihaan Cheema,9/16/2022,29,942.89,4.23
5395,Saanvi Sastry,10/19/2022,32,866.58,4.09
5396,Aniruddh Toor,3/16/2023,26,1174.78,3.31
5397,Lavanya Dave,1/18/2023,83,1043.52,3.3
5398,Hrishita Ramakrishnan,11/20/2022,23,1403.85,4.96
5399,Kanav Date,2/26/2023,31,996.97,4.7
5400,Mohanlal Kalita,8/23/2022,58,739.98,4.81
5401,Lakshay Khare,9/30/2022,47,1921.93,3.94
5402,Suhana Barman,11/21/2022,41,759.82,3.69
5403,Myra Goyal,1/7/2023,49,994.76,3.37
5404,Chirag Hora,10/10/2022,59,1988.06,3.33
5405,Aarush Bhardwaj,9/22/2022,10,219.52,4.72
5406,Ishaan Venkataraman,3/31/2023,96,1810.96,4.64
5407,Pari Chada,12/24/2022,94,1514.88,3.92
5408,Ojas Som,8/22/2022,88,454.23,4.73
5409,Tara Saini,10/1/2022,75,947.14,3.11
5410,Vritika Chowdhury,10/24/2022,22,1655.02,4.17
5411,Saira Sawhney,8/15/2022,86,1196.16,4.78
5412,Gatik Bawa,3/19/2023,63,1640.54,4.71
5413,Riaan Bhakta,6/9/2023,63,455.85,4.65
5414,Gatik Mand,10/17/2022,61,110.59,4.77
5415,Prisha Kurian,8/26/2022,21,1363.28,4.83
5416,Azad Talwar,5/9/2023,86,152.84,4.33
5417,Mamooty Bahl,11/3/2022,24,1420.72,3.45
5418,Miraya Dewan,5/21/2023,82,1863.97,4.92
5419,Baiju Dayal,11/21/2022,29,935.65,4.79
5420,Piya Barman,10/20/2022,96,954.17,3.13
5421,Abram Sharaf,2/22/2023,33,889.88,3.82
5422,Mohanlal Dave,10/29/2022,94,201.86,3.4
5423,Vritika Borde,3/18/2023,88,1501.48,4.69
5424,Emir Bhasin,2/11/2023,53,1137.7,3.06
5425,Vihaan Barad,5/28/2023,67,1988.92,3.37
5426,Ritvik Ben,8/29/2022,42,437.86,4.55
5427,Khushi Devi,5/27/2023,57,721.82,4.8
5428,Zeeshan Viswanathan,4/12/2023,93,624.85,3.22
5429,Kashvi Wagle,4/4/2023,82,987.96,3.51
5430,Yakshit Dave,6/7/2023,14,1047.82,3.5
5431,Divij Kanda,5/7/2023,89,551.59,3.4
5432,Taimur Lad,10/26/2022,58,163.99,4.17
5433,Eshani Sarin,1/28/2023,79,1573.67,4.27
5434,Veer Sami,7/1/2023,19,1482.14,3.36
5435,Indrajit Johal,1/20/2023,99,1298.52,3.47
5436,Divyansh Badami,5/24/2023,84,955.51,3.58
5437,Amira Lalla,10/13/2022,77,1901.48,3.15
5438,Yasmin Gola,2/28/2023,33,630.57,4.49
5439,Himmat Din,2/6/2023,53,1459.18,3.37
5440,Dhruv Ramanathan,12/12/2022,32,1653.88,4.63
5441,Adira Sethi,2/17/2023,95,823.22,3.96
5442,Advika Deol,1/12/2023,25,190.65,3.23
5443,Yuvraj  Kurian,1/28/2023,19,1467.22,3.64
5444,Vihaan Dara,10/7/2022,100,1647.5,3.25
5445,Elakshi Venkataraman,11/13/2022,85,237.93,3.73
5446,Myra Kala,2/18/2023,19,1045,3.84
5447,Tiya Ghosh,11/15/2022,69,1279.39,3.12
5448,Baiju Koshy,9/28/2022,88,999.68,4.93
5449,Baiju Shere,5/5/2023,31,755.08,4.68
5450,Mehul Thakur,2/11/2023,19,1838.16,3.88
5451,Misha Kanda,10/15/2022,90,1235.15,4.8
5452,Ahana  Madan,12/20/2022,54,1445.18,4.58
5453,Yuvraj  Ganguly,12/8/2022,48,208.07,3
5454,Neysa Sibal,3/1/2023,50,1411.58,4.04
5455,Arhaan Madan,8/26/2022,61,1041.96,3.03
5456,Faiyaz Rajagopalan,2/21/2023,43,1756.99,4.25
5457,Arnav Arya,12/12/2022,81,1963.49,4.53
5458,Navya Singh,9/21/2022,60,1915.87,4.52
5459,Mahika Shere,12/20/2022,76,674.57,3.65
5460,Dishani Yogi,6/12/2023,68,1980.43,4.66
5461,Renee Chaudry,12/7/2022,20,1633.36,4.34
5462,Neysa Shere,3/2/2023,18,1845.46,4.48
5463,Adira Dasgupta,4/6/2023,78,1518.59,3.67
5464,Sara Dasgupta,1/24/2023,98,575.93,4
5465,Suhana Biswas,11/11/2022,92,921.51,3.52
5466,Ojas Suri,9/20/2022,70,719.34,4.76
5467,Dhanush Bal,9/24/2022,100,1214.41,4.81
5468,Vanya Som,11/22/2022,88,489.76,3.25
5469,Ela Balan,3/14/2023,62,1186.8,3.31
5470,Chirag Sridhar,3/13/2023,60,169.62,4.47
5471,Mohanlal Vaidya,5/18/2023,10,1327.84,4.05
5472,Saira Goyal,12/14/2022,31,1381.03,4.77
5473,Aniruddh Badami,11/20/2022,92,1736.85,3.54
5474,Devansh Varma,1/31/2023,18,598.01,4.7
5475,Nitya Kumar,5/30/2023,28,774.46,4.66
5476,Azad Desai,10/16/2022,51,827.79,4.68
5477,Ira Banik,7/8/2023,64,313.19,4.04
5478,Vihaan Chaudhari,11/27/2022,12,378.24,3.35
5479,Veer Tailor,2/1/2023,92,400.15,3.52
5480,Jivin Sridhar,11/30/2022,46,1239.26,3.81
5481,Reyansh Balan,6/25/2023,66,1371.46,3.75
5482,Indrans Boase,2/22/2023,46,1805.48,4.53
5483,Tiya Kakar,11/21/2022,79,928.72,3.29
5484,Hunar Madan,5/3/2023,69,272.07,3.37
5485,Madhup Som,3/22/2023,42,1990.8,4.84
5486,Arnav Salvi,1/7/2023,14,1441.81,4.32
5487,Alisha Kala,2/6/2023,87,500.06,4.99
5488,Reyansh Madan,10/16/2022,80,787.38,3.83
5489,Bhavin Sura,10/25/2022,61,688.71,4.1
5490,Indrajit Kari,6/20/2023,78,1012.05,4.52
5491,Reyansh Chaudhari,5/2/2023,37,591.2,4.8
5492,Amani Mandal,1/13/2023,54,1704.45,3.92
5493,Prerak Tank,2/27/2023,16,1619.76,3.17
5494,Charvi Ravel,4/23/2023,75,1796.06,4.79
5495,Samar Sharaf,1/18/2023,68,303.94,4.77
5496,Miraya Choudhary,11/21/2022,36,1865.22,4.72
5497,Nakul Hora,11/7/2022,82,605.18,4.32
5498,Vedika Khalsa,10/27/2022,55,946.62,3.16
5499,Sumer Shah,1/22/2023,55,1109.11,3.82
5500,Eva Bakshi,10/7/2022,66,1126.66,3.8
5501,Fateh Lala,2/19/2023,48,1557.78,3.97
5502,Tanya Bawa,6/14/2023,13,1547.89,4.19
5503,Anahi Chandra,3/13/2023,43,1191.5,3.28
5504,Parinaaz Chatterjee,10/5/2022,71,1316.69,3.2
5505,Ehsaan Shanker,11/17/2022,81,1571.02,3.79
5506,Darshit Ramaswamy,9/14/2022,68,1445.25,3.41
5507,Hiran Deep,3/19/2023,90,1866.65,4.22
5508,Raunak Sarkar,9/14/2022,76,581.58,4.88
5509,Oorja Wadhwa,2/23/2023,62,374.89,3.26
5510,Jayant Kumar,5/20/2023,71,451.41,3.66
5511,Nirvaan Deshmukh,2/14/2023,30,599.6,3.02
5512,Ela Golla,3/19/2023,61,294.58,4.43
5513,Ayesha Malhotra,9/4/2022,69,433.34,4.07
5514,Elakshi Hegde,5/7/2023,96,447.54,3.17
5515,Lakshit Luthra,5/27/2023,91,524.32,3.85
5516,Divit Gala,1/13/2023,20,936.49,4.89
5517,Emir Srivastava,4/10/2023,31,885.4,4.51
5518,Aaina Ben,4/21/2023,84,356.29,4.98
5519,Shanaya Cheema,4/16/2023,89,1765.14,3.53
5520,Adah Kumar,11/7/2022,45,1503.49,4.07
5521,Devansh Dyal,9/10/2022,86,922.18,4.37
5522,Faiyaz Garg,2/16/2023,80,919.35,3.83
5523,Yashvi Gandhi,3/26/2023,75,1362.2,3.45
5524,Zara Deshpande,9/3/2022,17,1575.32,3.06
5525,Zara Dora,1/6/2023,74,1310.76,4.68
5526,Rasha Bail,8/28/2022,48,785.99,4.42
5527,Mehul Chaudry,1/9/2023,56,1071.59,4.19
5528,Stuvan Karnik,12/26/2022,74,433.39,4.75
5529,Inaaya  Shere,11/6/2022,11,906.06,4.94
5530,Jivin Sinha,8/22/2022,70,1297.37,4.04
5531,Aarush Kari,9/18/2022,73,686.96,3.33
5532,Yakshit Chadha,11/24/2022,55,643.83,3.67
5533,Jivin Kannan,10/23/2022,56,767.17,4.57
5534,Saanvi Dubey,1/15/2023,80,1693.3,4.39
5535,Jayan Ganguly,4/5/2023,69,771.88,4.1
5536,Drishya Chandran,3/3/2023,78,1804.33,5
5537,Ivana Cheema,7/2/2023,70,1543.82,4.33
5538,Shayak Sen,9/7/2022,93,1072.12,4.58
5539,Samiha Chawla,3/9/2023,80,942.13,4.05
5540,Onkar Venkatesh,6/7/2023,69,1661.38,4.54
5541,Vivaan Borra,11/15/2022,66,1608.51,3.79
5542,Alia Sami,4/8/2023,60,921.58,3.38
5543,Biju Dar,2/23/2023,76,1114.68,4.96
5544,Zoya Das,4/16/2023,12,1916.97,4.51
5545,Yasmin Master,3/8/2023,71,1748.07,3.65
5546,Advik Dutt,2/19/2023,34,432.36,3.17
5547,Kiaan Kala,3/16/2023,61,258.21,3.32
5548,Jhanvi Walla,5/8/2023,66,928.87,3.49
5549,Samaira Tank,3/14/2023,12,300.69,4.5
5550,Rhea Chopra,6/11/2023,89,1554.52,3.46
5551,Elakshi Shere,9/1/2022,58,688.3,3.07
5552,Aaryahi Choudhary,5/13/2023,11,914.32,4.22
5553,Siya Sane,5/14/2023,44,1402.74,4.25
5554,Nitara Borah,3/13/2023,91,1071.2,4.68
5555,Riaan Kale,4/18/2023,80,1645.4,4.62
5556,Divyansh Bhargava,4/13/2023,49,1245.32,4.25
5557,Aayush Ramanathan,12/18/2022,28,487.15,4.97
5558,Tushar Issac,5/12/2023,36,516.66,4.98
5559,Miraya Randhawa,6/4/2023,76,377.29,4.25
5560,Kiara Kunda,1/12/2023,52,1037.28,4.24
5561,Yasmin Talwar,6/21/2023,50,581.4,4.09
5562,Ayesha Bhargava,9/16/2022,51,1845.89,4.76
5563,Oorja Sood,3/29/2023,51,1669.66,4.46
5564,Shanaya Din,6/4/2023,11,1012.98,4.32
5565,Himmat Chanda,1/18/2023,42,1900.98,4.4
5566,Elakshi Ravi,1/24/2023,57,282.25,4.33
5567,Shamik Chaudhuri,4/3/2023,81,712.27,4.09
5568,Navya Handa,4/4/2023,82,1460.39,4.79
5569,Abram Chandra,4/17/2023,73,859.39,3.95
5570,Renee Chand,2/7/2023,16,1099.73,3.88
5571,Krish Srinivasan,12/16/2022,24,291.59,3.09
5572,Anay Karan,5/23/2023,34,1577.59,3.57
5573,Amani Sami,10/31/2022,89,342.36,3.27
5574,Nirvaan Swaminathan,2/16/2023,26,217.27,3.03
5575,Akarsh Banik,1/29/2023,81,1818,4.96
5576,Aarush Chand,9/9/2022,76,873.93,4.54
5577,Arhaan Kanda,11/13/2022,33,525.51,3.67
5578,Damini Aurora,9/9/2022,91,1429.14,3.39
5579,Ryan Randhawa,11/2/2022,60,123.13,3.47
5580,Dishani Keer,4/3/2023,13,1708.62,4.3
5581,Gokul Tandon,12/20/2022,62,652.67,4.5
5582,Dhruv Krish,4/23/2023,58,1448.34,3.28
5583,Veer Vala,12/28/2022,64,1345.77,4.03
5584,Onkar Yadav,9/6/2022,68,334.68,3.29
5585,Sahil Vasa,8/23/2022,55,1000.67,3.55
5586,Elakshi Bhargava,10/14/2022,24,115.17,4.49
5587,Bhavin Banik,3/19/2023,31,1529.89,4.55
5588,Ranbir Gopal,10/20/2022,35,948.46,4.98
5589,Saira Rau,11/25/2022,85,766.81,3.48
5590,Hrishita Wadhwa,6/2/2023,14,1672.27,3.3
5591,Devansh Gara,2/5/2023,97,1646.15,3.47
5592,Shaan Aurora,12/11/2022,100,1000.67,3.35
5593,Rati Lad,12/10/2022,14,121.29,3.77
5594,Pari Sur,1/31/2023,82,1459.19,3.22
5595,Lavanya Dasgupta,3/25/2023,36,1369.97,4.02
5596,Shayak Behl,10/5/2022,79,129.55,4.18
5597,Amani Bava,5/8/2023,83,722.31,3.85
5598,Vidur Dara,4/1/2023,74,1484.49,3.43
5599,Sumer Agarwal,5/29/2023,95,1248.49,3
5600,Farhan Shah,5/28/2023,14,1450.74,3.36
5601,Eva Raman,2/13/2023,73,1764.51,4.05
5602,Seher Shukla,10/3/2022,68,1499,4.11
5603,Raunak Ravi,9/22/2022,21,1060.31,3.21
5604,Kanav Shukla,3/30/2023,89,135.35,4.03
5605,Raghav Bawa,3/6/2023,83,1308.62,3.49
5606,Aaryahi Gokhale,2/14/2023,65,1013.84,4.15
5607,Seher Tak,4/23/2023,19,959.34,4.74
5608,Kabir Dora,4/12/2023,87,626.07,4.82
5609,Hiran Goswami,2/3/2023,31,115.84,3.32
5610,Advika Saran,3/30/2023,91,1934.45,3.03
5611,Baiju Tara,12/18/2022,47,490.52,4.74
5612,Rohan Sur,3/7/2023,26,897.53,3.04
5613,Misha Dugal,2/5/2023,96,1673.89,4.29
5614,Yashvi Dhillon,3/22/2023,78,1563.69,3.78
5615,Suhana Issac,11/11/2022,96,292.23,3.03
5616,Aayush Gaba,9/26/2022,79,1189.66,4.31
5617,Saanvi Wali,11/29/2022,38,1183.89,3.17
5618,Aarna Yogi,3/13/2023,34,999.84,4.6
5619,Uthkarsh Ratta,3/2/2023,54,1820.02,3.77
5620,Diya Gala,6/9/2023,98,498.57,4.5
5621,Azad Gola,2/13/2023,78,852.79,3.31
5622,Tara Karnik,8/16/2022,61,1734.37,3.7
5623,Jayan Kulkarni,2/1/2023,72,1170.88,4.47
5624,Nehmat Lad,3/28/2023,46,216.88,4.88
5625,Zoya Char,6/10/2023,70,814.28,3.1
5626,Shanaya Batra,5/19/2023,49,645.08,4.28
5627,Saira Shah,11/11/2022,60,343.26,3.22
5628,Uthkarsh Shankar,2/13/2023,61,1912.33,4.85
5629,Siya Ram,4/23/2023,72,1954.92,3.21
5630,Ahana  Wagle,7/11/2023,12,532.73,3.92
5631,Dhanush Sandhu,4/19/2023,92,1963.56,3.34
5632,Saira Sur,6/8/2023,71,1738.71,3.69
5633,Dhanuk Lala,9/9/2022,57,1607.74,4.97
5634,Ritvik Sachdeva,7/3/2023,98,761.96,3.13
5635,Taimur Chakrabarti,8/12/2022,26,867.01,4.29
5636,Anvi Sehgal,10/6/2022,50,754.62,3.29
5637,Ranbir Sane,2/3/2023,39,559.96,4.22
5638,Kaira Ganesan,3/28/2023,23,500.38,3.73
5639,Mehul Ram,3/13/2023,80,197.97,4.61
5640,Kismat Sengupta,8/17/2022,26,170.13,3.35
5641,Indranil Zacharia,1/20/2023,15,867.61,3.81
5642,Azad Chad,1/5/2023,76,1204.29,3.59
5643,Umang Setty,4/21/2023,61,1218.4,3.44
5644,Onkar Zachariah,11/24/2022,56,1091.92,4.49
5645,Elakshi Khosla,12/13/2022,43,436.33,3.28
5646,Indranil Dhar,9/23/2022,48,1441.7,4.36
5647,Faiyaz Mangal,11/24/2022,62,845.41,3.27
5648,Ayesha Garg,6/1/2023,75,1090.56,4.75
5649,Indrans Lal,11/1/2022,19,405.58,3.52
5650,Riaan Dani,3/22/2023,96,1961.96,3.23
5651,Gatik Madan,2/11/2023,48,631.07,4.36
5652,Anaya Bava,8/17/2022,82,763.77,4.87
5653,Renee Atwal,11/15/2022,77,1353.51,3.46
5654,Divit Gupta,12/19/2022,62,381.46,4.38
5655,Reyansh Balasubramanian,1/17/2023,45,1471.4,3.73
5656,Damini Lanka,5/8/2023,38,1112.94,3.27
5657,Vardaniya Randhawa,4/7/2023,79,1448.1,3.44
5658,Jiya Seshadri,3/7/2023,20,1268.16,3.05
5659,Yakshit Dhawan,2/13/2023,84,406.97,3.07
5660,Zaina Walia,9/29/2022,71,1001.37,4.29
5661,Myra Shankar,12/18/2022,34,1222.41,3.71
5662,Eshani Sule,6/29/2023,97,789.9,4.46
5663,Mishti Borde,2/12/2023,22,1848.89,3.79
5664,Seher Bajaj,5/10/2023,38,1190.76,3.21
5665,Seher Dasgupta,5/28/2023,71,245.35,3.66
5666,Sara Rajagopal,11/21/2022,28,1175.18,3.24
5667,Aaryahi Kata,4/14/2023,24,1149.83,4.11
5668,Tushar Devan,3/19/2023,88,1820.67,3.06
5669,Kavya Salvi,5/21/2023,15,296.29,4.14
5670,Rania Bhargava,1/16/2023,99,524.84,3.51
5671,Ivan Raman,4/12/2023,44,637.55,3.61
5672,Hunar Comar,11/19/2022,30,568.3,3.63
5673,Ojas Venkatesh,12/31/2022,18,612.45,4.9
5674,Saksham Comar,1/17/2023,79,293.78,3.9
5675,Aaryahi Kala,7/1/2023,15,1461.72,4.85
5676,Mehul Amble,8/11/2022,94,1201.05,4.88
5677,Yuvraj  Devan,11/9/2022,17,1436.88,4.87
5678,Siya Sen,5/9/2023,80,1451.6,3.96
5679,Hiran Divan,10/5/2022,52,577.58,3.09
5680,Vedika Jain,11/1/2022,91,1990.41,4.99
5681,Mamooty Gala,10/2/2022,69,1970.69,3.6
5682,Zaina Mand,5/30/2023,52,1217.83,3.99
5683,Adira Bala,5/20/2023,77,626.01,3.47
5684,Taran Kannan,3/16/2023,98,340.94,5
5685,Suhana Choudhary,11/20/2022,37,1476.61,3.54
5686,Damini Atwal,11/10/2022,15,876.84,3.28
5687,Anika Walla,12/26/2022,15,1370.79,3.87
5688,Ishaan Gill,4/25/2023,45,332.92,4.89
5689,Tarini Shankar,10/17/2022,86,1308.69,4.57
5690,Umang Raju,11/2/2022,48,142.34,3.66
5691,Tushar Dutta,8/19/2022,23,1903.28,3.07
5692,Kiara Dara,9/17/2022,29,1007.72,4.14
5693,Riaan Doctor,11/18/2022,12,1615.8,3.48
5694,Shanaya Varty,9/25/2022,17,1076.83,3.54
5695,Samiha Sawhney,10/10/2022,79,1702.35,3.34
5696,Vivaan Kari,1/16/2023,11,1177.33,3.88
5697,Nirvaan Tak,6/4/2023,39,1456.89,4.28
5698,Shayak Mani,9/9/2022,98,1282.09,4.34
5699,Ayesha Manne,5/7/2023,21,537.71,3.33
5700,Indrajit Ray,11/28/2022,82,744.7,3.95
5701,Vidur Thaman,5/4/2023,55,1155.98,3.19
5702,Heer Tailor,4/23/2023,38,197.99,4.83
5703,Priyansh Rau,1/5/2023,96,1882.96,3.93
5704,Alisha Chaudhari,6/26/2023,84,1933.48,3.11
5705,Abram Tailor,2/14/2023,44,132.2,3.65
5706,Kavya Dugar,3/26/2023,77,1168.97,3.45
5707,Farhan Bose,11/7/2022,98,1306.14,3.11
5708,Madhav Kota,6/18/2023,28,503.97,3.66
5709,Advik Goswami,5/26/2023,52,1706.93,4.67
5710,Jivika Bath,10/31/2022,39,950.14,3.29
5711,Zoya Dubey,3/1/2023,38,289.33,4
5712,Dharmajan Shanker,5/24/2023,15,1601.31,4.85
5713,Shalv Roy,2/26/2023,21,1951.82,4.31
5714,Alia Wadhwa,11/26/2022,62,1209.38,3.25
5715,Bhavin Chakraborty,10/24/2022,75,226.06,3.79
5716,Diya Seshadri,7/5/2023,69,1827.72,4.74
5717,Riya Sachar,10/18/2022,26,1888.58,3.87
